"Notes:"
"2024/02/23
Standard Data ver 1
Vacuum pressure 3.29e-2 torr
Simulate leak testing on index set 75
"252","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:47","2024/2/23","L  ",""
"253","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:48","2024/2/23","L  ",""
"254","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:49","2024/2/23","L  ",""
"255","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:50","2024/2/23","L  ",""
"256","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:51","2024/2/23","L  ",""
"257","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:52","2024/2/23","L  ",""
"258","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:53","2024/2/23","L  ",""
"259","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:54","2024/2/23","L  ",""
"260","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:55","2024/2/23","L  ",""
"261","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:56","2024/2/23","L  ",""
"262","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:57","2024/2/23","L  ",""
"263","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:58","2024/2/23","L  ",""
"264","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:44:59","2024/2/23","L  ",""
"265","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:00","2024/2/23","L  ",""
"266","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:01","2024/2/23","L  ",""
"267","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:02","2024/2/23","L  ",""
"268","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:03","2024/2/23","L  ",""
"269","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:04","2024/2/23","L  ",""
"270","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:05","2024/2/23","L  ",""
"271","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:06","2024/2/23","L  ",""
"272","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:07","2024/2/23","L  ",""
"273","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:08","2024/2/23","L  ",""
"274","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:09","2024/2/23","L  ",""
"275","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:10","2024/2/23","L  ",""
"276","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:11","2024/2/23","L  ",""
"277","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:12","2024/2/23","L  ",""
"278","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:13","2024/2/23","L  ",""
"279","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:14","2024/2/23","L  ",""
"280","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:15","2024/2/23","L  ",""
"281","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:16","2024/2/23","L  ",""
"282","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:17","2024/2/23","L  ",""
"283","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:18","2024/2/23","L  ",""
"284","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:19","2024/2/23","L  ",""
"285","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:20","2024/2/23","L  ",""
"286","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:21","2024/2/23","L  ",""
"287","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:22","2024/2/23","L  ",""
"288","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:23","2024/2/23","L  ",""
"289","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:24","2024/2/23","L  ",""
"290","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:25","2024/2/23","L  ",""
"291","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:26","2024/2/23","L  ",""
"292","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:27","2024/2/23","L  ",""
"293","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:28","2024/2/23","L  ",""
"294","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:29","2024/2/23","L  ",""
"295","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:30","2024/2/23","L  ",""
"296","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:31","2024/2/23","L  ",""
"297","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:32","2024/2/23","L  ",""
"298","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:33","2024/2/23","L  ",""
"299","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:34","2024/2/23","L  ",""
"300","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:35","2024/2/23","L  ",""
"301","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:36","2024/2/23","L  ",""
"302","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:37","2024/2/23","L  ",""
"303","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:38","2024/2/23","L  ",""
"304","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:39","2024/2/23","L  ",""
"305","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:40","2024/2/23","L  ",""
"306","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:41","2024/2/23","L  ",""
"307","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:42","2024/2/23","L  ",""
"308","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:43","2024/2/23","L  ",""
"309","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:44","2024/2/23","L  ",""
"310","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:45","2024/2/23","L  ",""
"311","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:46","2024/2/23","L  ",""
"312","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:47","2024/2/23","L  ",""
"313","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:48","2024/2/23","L  ",""
"314","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:49","2024/2/23","L  ",""
"315","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:50","2024/2/23","L  ",""
"316","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:51","2024/2/23","L  ",""
"317","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:52","2024/2/23","L  ",""
"318","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:53","2024/2/23","L  ",""
"319","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:54","2024/2/23","L  ",""
"320","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:55","2024/2/23","L  ",""
"321","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:56","2024/2/23","L  ",""
"322","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:57","2024/2/23","L  ",""
"323","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:58","2024/2/23","L  ",""
"324","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:45:59","2024/2/23","L  ",""
"325","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:00","2024/2/23","L  ",""
"326","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:01","2024/2/23","L  ",""
"327","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:02","2024/2/23","L  ",""
"328","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:03","2024/2/23","L  ",""
"329","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:04","2024/2/23","L  ",""
"330","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:05","2024/2/23","L  ",""
"331","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:06","2024/2/23","L  ",""
"332","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:07","2024/2/23","L  ",""
"333","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:08","2024/2/23","L  ",""
"334","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:09","2024/2/23","L  ",""
"335","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:10","2024/2/23","L  ",""
"336","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:11","2024/2/23","L  ",""
"337","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:12","2024/2/23","L  ",""
"338","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:13","2024/2/23","L  ",""
"339","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:14","2024/2/23","L  ",""
"340","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:15","2024/2/23","L  ",""
"341","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:16","2024/2/23","L  ",""
"342","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:17","2024/2/23","L  ",""
"343","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:18","2024/2/23","L  ",""
"344","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:19","2024/2/23","L  ",""
"345","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:20","2024/2/23","L  ",""
"346","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:21","2024/2/23","L  ",""
"347","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:22","2024/2/23","L  ",""
"348","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:23","2024/2/23","L  ",""
"349","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:24","2024/2/23","L  ",""
"350","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:25","2024/2/23","L  ",""
"354","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:29","2024/2/23","L  ",""
"354","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:29","2024/2/23","L  ",""
"355","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:30","2024/2/23","L  ",""
"356","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:31","2024/2/23","L  ",""
"357","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:32","2024/2/23","L  ",""
"358","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:33","2024/2/23","L  ",""
"359","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:34","2024/2/23","L  ",""
"360","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:35","2024/2/23","L  ",""
"361","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:36","2024/2/23","L  ",""
"362","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:37","2024/2/23","L  ",""
"363","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:38","2024/2/23","L  ",""
"364","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:39","2024/2/23","L  ",""
"365","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:40","2024/2/23","L  ",""
"366","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:41","2024/2/23","L  ",""
"367","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:42","2024/2/23","L  ",""
"368","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:43","2024/2/23","L  ",""
"369","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:44","2024/2/23","L  ",""
"370","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:45","2024/2/23","L  ",""
"371","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:46","2024/2/23","L  ",""
"372","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:47","2024/2/23","L  ",""
"373","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:48","2024/2/23","L  ",""
"374","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:49","2024/2/23","L  ",""
"375","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:50","2024/2/23","L  ",""
"376","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:51","2024/2/23","L  ",""
"377","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:52","2024/2/23","L  ",""
"378","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:53","2024/2/23","L  ",""
"379","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:54","2024/2/23","L  ",""
"380","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:55","2024/2/23","L  ",""
"381","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:56","2024/2/23","L  ",""
"382","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:57","2024/2/23","L  ",""
"383","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:58","2024/2/23","L  ",""
"384","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:46:59","2024/2/23","L  ",""
"385","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:00","2024/2/23","L  ",""
"386","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:01","2024/2/23","L  ",""
"387","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:02","2024/2/23","L  ",""
"388","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:03","2024/2/23","L  ",""
"389","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:04","2024/2/23","L  ",""
"390","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:05","2024/2/23","L  ",""
"391","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:06","2024/2/23","L  ",""
"392","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:07","2024/2/23","L  ",""
"393","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:08","2024/2/23","L  ",""
"394","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:09","2024/2/23","L  ",""
"395","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:10","2024/2/23","L  ",""
"396","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:11","2024/2/23","L  ",""
"397","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:12","2024/2/23","L  ",""
"398","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:13","2024/2/23","L  ",""
"399","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:14","2024/2/23","L  ",""
"400","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:15","2024/2/23","L  ",""
"401","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:16","2024/2/23","L  ",""
"402","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:17","2024/2/23","L  ",""
"403","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:18","2024/2/23","L  ",""
"404","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:19","2024/2/23","L  ",""
"405","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:20","2024/2/23","L  ",""
"406","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:21","2024/2/23","L  ",""
"407","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:22","2024/2/23","L  ",""
"408","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:23","2024/2/23","L  ",""
"409","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:24","2024/2/23","L  ",""
"410","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:25","2024/2/23","L  ",""
"411","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:26","2024/2/23","L  ",""
"412","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:27","2024/2/23","L  ",""
"413","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:28","2024/2/23","L  ",""
"414","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:29","2024/2/23","L  ",""
"415","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:30","2024/2/23","L  ",""
"416","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:31","2024/2/23","L  ",""
"417","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:32","2024/2/23","L  ",""
"418","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:33","2024/2/23","L  ",""
"419","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:34","2024/2/23","L  ",""
"420","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:35","2024/2/23","L  ",""
"421","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:36","2024/2/23","L  ",""
"422","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:37","2024/2/23","L  ",""
"423","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:38","2024/2/23","L  ",""
"424","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:39","2024/2/23","L  ",""
"425","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:40","2024/2/23","L  ",""
"426","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:41","2024/2/23","L  ",""
"427","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:42","2024/2/23","L  ",""
"428","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:43","2024/2/23","L  ",""
"429","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:44","2024/2/23","L  ",""
"430","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:45","2024/2/23","L  ",""
"431","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:46","2024/2/23","L  ",""
"432","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:47","2024/2/23","L  ",""
"433","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:48","2024/2/23","L  ",""
"434","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:49","2024/2/23","L  ",""
"435","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:50","2024/2/23","L  ",""
"436","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:51","2024/2/23","L  ",""
"437","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:52","2024/2/23","L  ",""
"438","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:53","2024/2/23","L  ",""
"439","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:54","2024/2/23","L  ",""
"440","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:55","2024/2/23","L  ",""
"441","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:56","2024/2/23","L  ",""
"442","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:57","2024/2/23","L  ",""
"443","226.2","2.361E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:58","2024/2/23","L  ",""
"444","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:47:59","2024/2/23","L  ",""
"445","226.1","2.373E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:00","2024/2/23","L  ",""
"446","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:01","2024/2/23","L  ",""
"447","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:02","2024/2/23","L  ",""
"448","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:03","2024/2/23","L  ",""
"449","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:04","2024/2/23","L  ",""
"450","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:05","2024/2/23","L  ",""
"451","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:06","2024/2/23","L  ",""
"452","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:07","2024/2/23","L  ",""
"453","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:08","2024/2/23","L  ",""
"454","226.0","2.385E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:09","2024/2/23","L  ",""
"455","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:10","2024/2/23","L  ",""
"456","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:11","2024/2/23","L  ",""
"457","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:12","2024/2/23","L  ",""
"458","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:13","2024/2/23","L  ",""
"459","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:14","2024/2/23","L  ",""
"460","225.9","2.397E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:15","2024/2/23","L  ",""
"461","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:16","2024/2/23","L  ",""
"462","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:17","2024/2/23","L  ",""
"463","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:18","2024/2/23","L  ",""
"464","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:19","2024/2/23","L  ",""
"465","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:20","2024/2/23","L  ",""
"466","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:21","2024/2/23","L  ",""
"467","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:22","2024/2/23","L  ",""
"468","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:23","2024/2/23","L  ",""
"469","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:24","2024/2/23","L  ",""
"470","225.8","2.409E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:25","2024/2/23","L  ",""
"471","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:26","2024/2/23","L  ",""
"472","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:27","2024/2/23","L  ",""
"473","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:28","2024/2/23","L  ",""
"474","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:29","2024/2/23","L  ",""
"475","225.7","2.422E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:30","2024/2/23","L  ",""
"476","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:31","2024/2/23","L  ",""
"477","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:32","2024/2/23","L  ",""
"478","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:33","2024/2/23","L  ",""
"479","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:34","2024/2/23","L  ",""
"480","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:35","2024/2/23","L  ",""
"481","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:36","2024/2/23","L  ",""
"482","225.6","2.434E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:37","2024/2/23","L  ",""
"483","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:38","2024/2/23","L  ",""
"484","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:39","2024/2/23","L  ",""
"485","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:40","2024/2/23","L  ",""
"486","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:41","2024/2/23","L  ",""
"487","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:42","2024/2/23","L  ",""
"488","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:43","2024/2/23","L  ",""
"489","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:44","2024/2/23","L  ",""
"490","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:45","2024/2/23","L  ",""
"491","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:46","2024/2/23","L  ",""
"492","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:47","2024/2/23","L  ",""
"493","225.5","2.447E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:48","2024/2/23","L  ",""
"494","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:49","2024/2/23","L  ",""
"495","225.4","2.459E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:50","2024/2/23","L  ",""
"496","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:51","2024/2/23","L  ",""
"497","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:52","2024/2/23","L  ",""
"498","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:53","2024/2/23","L  ",""
"499","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:54","2024/2/23","L  ",""
"500","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:55","2024/2/23","L  ",""
"501","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:56","2024/2/23","L  ",""
"502","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:57","2024/2/23","L  ",""
"503","225.3","2.472E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:58","2024/2/23","L  ",""
"504","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:48:59","2024/2/23","L  ",""
"505","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:00","2024/2/23","L  ",""
"506","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:49:01","2024/2/23","L  ",""
